0.312243	0.6	0.58034	0.6	1	5.19994	1	0	0.287757	0.0196602	4.19994	1		-0.287757	-0.01966	-4.19994	1
0.812616	0.859997	0.692064	0.600045	7.1225	5.19975	1.33983	0.00179686	0.206215	0.0665356	3.26623	1.18117		-0.047381	0.092019	1.92275	1.33803314
1.19545	1.11998	0.527402	0.600225	9.51619	5.19943	-0.0500679	0.00538996	0.17392	0.0686951	3.65016	0.964953		0.07547	-0.072823	4.31676	-0.05545786
1.08199	1.37996	0.561542	0.600629	4.61491	5.19898	2.33743	0.0107781	0.211853	0.0626195	3.17459	1.43237		-0.29797	-0.039087	-0.58407	2.3266519
1.4013	1.6399	0.687338	0.601347	4.93194	5.19839	1.97889	0.0179597	0.217467	0.06794	2.84194	1.55254		-0.2386	0.085991	-0.26645	1.9609303
1.74827	1.89982	0.643322	0.60247	5.32308	5.19766	1.01935	0.0269323	0.207937	0.0642237	2.59483	1.47404		-0.15155	0.040852	0.12542	0.9924177
2.05502	2.1597	0.690829	0.604086	5.42703	5.19678	0.898712	0.0376932	0.196536	0.0678997	2.40392	1.40296		-0.10468	0.086743	0.23025	0.8610188
2.29551	2.41954	0.695441	0.606284	5.24488	5.19573	0.722819	0.0502389	0.189	0.0709062	2.24873	1.33372		-0.12403	0.089157	0.04915	0.6725801
2.57897	2.67932	0.721635	0.609155	5.29042	5.1945	0.648682	0.0645654	0.181304	0.0766473	2.12036	1.27243		-0.10035	0.11248	0.09592	0.5841166
2.86044	2.93904	0.708274	0.612786	5.29924	5.19309	0.435313	0.080668	0.173787	0.0787346	2.01183	1.21233		-0.0786	0.095488	0.10615	0.354645
3.10485	3.19869	0.716569	0.617267	5.26608	5.19147	0.403169	0.0985415	0.168097	0.0808209	1.91834	1.15956		-0.09384	0.099302	0.07461	0.3046275
3.40045	3.45825	0.64531	0.622685	5.30962	5.18963	0.0297681	0.11818	0.161804	0.0776553	1.837	1.11048		-0.0578	0.022625	0.11999	-0.0884119
3.71293	3.71772	0.57998	0.62913	5.40425	5.18754	-0.243591	0.139576	0.155462	0.0758439	1.76595	1.0722		-0.00479	-0.04915	0.21671	-0.383167
3.99465	3.97708	0.596332	0.636689	5.46327	5.18519	-0.140556	0.162724	0.14988	0.0738766	1.70334	1.03637		0.01757	-0.040357	0.27808	-0.30328
4.27522	4.23632	0.58638	0.645449	5.47624	5.18256	-0.153653	0.187614	0.145146	0.072983	1.64732	1.0051		0.0389	-0.059069	0.29368	-0.341267
4.53231	4.49542	0.604402	0.655498	5.33071	5.17962	-0.0754299	0.214238	0.140839	0.0718107	1.59546	0.975874		0.03689	-0.051096	0.15109	-0.2896679
4.71896	4.75437	0.677879	0.666921	5.18637	5.17634	0.20491	0.242587	0.136904	0.0697173	1.54783	0.946781		-0.03541	0.010958	0.01003	-0.037677
4.971	5.01315	0.674071	0.679804	5.03923	5.1727	0.142407	0.272649	0.133417	0.0677665	1.50455	0.920617		-0.04215	-0.005733	-0.13347	-0.130242
5.27278	5.27175	0.668713	0.694234	5.12843	5.16867	0.091144	0.304413	0.129859	0.0662185	1.46445	0.897398		0.00103	-0.025521	-0.04024	-0.213269
5.53432	5.53013	0.673927	0.710295	5.26749	5.16422	0.106915	0.337868	0.126574	0.0650521	1.42755	0.876199		0.00419	-0.036368	0.10327	-0.230953
5.83433	5.78828	0.684288	0.728072	5.33211	5.15932	0.115745	0.372999	0.123932	0.0641993	1.39366	0.856923		0.04605	-0.043784	0.17279	-0.257254
6.0741	6.04618	0.626742	0.747647	5.12797	5.15393	-0.0939577	0.409793	0.121229	0.0678134	1.36163	0.844082		0.02792	-0.120905	-0.02596	-0.5037507
6.3279	6.30379	0.716892	0.769103	5.11309	5.14803	0.197101	0.448233	0.11867	0.0672104	1.33172	0.827187		0.02411	-0.052211	-0.03494	-0.251132
6.57819	6.5611	0.745567	0.792523	5.06319	5.14157	0.25129	0.488305	0.116224	0.0664897	1.30378	0.811215		0.01709	-0.046956	-0.07838	-0.237015
6.82395	6.81808	0.745461	0.817988	5.05123	5.13452	0.214377	0.52999	0.113882	0.0667417	1.27755	0.797328		0.00587	-0.072527	-0.08329	-0.315613
7.06524	7.07469	0.731068	0.845578	4.87723	5.12685	0.12458	0.573269	0.111686	0.0691915	1.25369	0.78678		-0.00945	-0.11451	-0.24962	-0.448689
7.27769	7.3309	0.809163	0.875373	4.81298	5.11851	0.341467	0.618123	0.110075	0.0690833	1.23166	0.773906		-0.05321	-0.06621	-0.30553	-0.276656
7.57802	7.58668	0.823003	0.907449	5.15841	5.10946	0.349093	0.664531	0.108104	0.0696904	1.2095	0.762295		-0.00866	-0.084446	0.04895	-0.315438
7.83295	7.84199	0.801687	0.941886	5.15729	5.09966	0.236494	0.712469	0.106237	0.0732602	1.18851	0.754234		-0.00904	-0.140199	0.05763	-0.475975
8.08078	8.0968	0.818617	0.978759	4.97725	5.08907	0.236904	0.761915	0.104493	0.0777367	1.16872	0.747726		-0.01602	-0.160142	-0.11182	-0.525011
8.31617	8.35106	0.835122	1.01814	4.95239	5.07766	0.252063	0.812843	0.102984	0.0832381	1.14993	0.742431		-0.03489	-0.183018	-0.12527	-0.56078
8.59021	8.60472	0.925229	1.06011	5.23481	5.06537	0.497068	0.865226	0.101395	0.0853264	1.13222	0.733631		-0.01451	-0.134881	0.16944	-0.368158
8.83302	8.85775	0.985372	1.10473	5.19724	5.05216	0.600143	0.919037	0.0999396	0.0865545	1.11522	0.724559		-0.02473	-0.119358	0.14508	-0.318894
9.12543	9.1101	1.02376	1.15208	5.24453	5.03798	0.618866	0.974245	0.098494	0.0880662	1.09926	0.716422		0.01533	-0.12832	0.20655	-0.355379
9.36625	9.36172	1.05527	1.20223	5.20562	5.0228	0.623164	1.03082	0.0970798	0.0902834	1.08389	0.709467		0.00453	-0.14696	0.18282	-0.407656
9.64759	9.61255	1.12917	1.25524	5.2557	5.00656	0.744112	1.08873	0.0959	0.0914667	1.06953	0.701898		0.03504	-0.12607	0.24914	-0.344618
9.92719	9.86254	1.26193	1.31118	5.27517	4.98922	1.01024	1.14794	0.0951902	0.0905848	1.05603	0.692718		0.06465	-0.04925	0.28595	-0.1377
10.1725	10.1117	1.34401	1.37011	5.01763	4.97074	1.0725	1.20841	0.0944474	0.0894852	1.04207	0.683898		0.0608	-0.0261	0.04689	-0.13591
10.3934	10.3598	1.4236	1.4321	4.95948	4.95106	1.14887	1.2701	0.0933844	0.088341	1.02862	0.675352		0.0336	-0.0085	0.00842	-0.12123
10.6234	10.6069	1.49391	1.49721	4.72563	4.93014	1.15864	1.33298	0.0922465	0.0872313	1.0162	0.667426		0.0165	-0.0033	-0.20451	-0.17434
10.8412	10.853	1.51946	1.56549	4.69672	4.90794	1.07182	1.39701	0.0911333	0.0864603	1.00427	0.66119		-0.0118	-0.04603	-0.21122	-0.32519
11.1126	11.0979	1.56188	1.637	4.88898	4.8844	1.05345	1.46213	0.0900703	0.0862074	0.992244	0.656308		0.0147	-0.07512	0.00458	-0.40868
